"lang"
{ 
	"Language" "schinese" 
	"DOTA_Tooltip_ability_pet_magic_block_aura_radius" 	 "半径："
	"DOTA_Tooltip_ability_pet_magic_block_aura_block" 	 "%魔力抵抗："
			
	"DOTA_Tooltip_ability_item_spell_pet" 	 "小企鹅"
	"DOTA_Tooltip_ability_item_spell_pet_Description" 	 "<h1>被动：</h1> 每级增加技能增强！\n\n在 30 级时，获得：24% 技能增强！"
	"DOTA_Tooltip_ability_item_spell_pet_Lore" 	 "小企鹅——与主人一起成长，提升等级，增加加成！"

	"DOTA_Tooltip_ability_item_spell_pet2" 	 "小布狗"
	"DOTA_Tooltip_ability_item_spell_pet2_Description" 	 "<h1>被动：</h1>每级增加 0.8% 的技能增强和 1 点护甲值！\n\n在 30 级时，获得：24% 的技能增强和 30 点护甲值！"
	"DOTA_Tooltip_ability_item_spell_pet2_Lore" 	 "小布狗——与主人一起成长，提升等级，增加加成！"


	"DOTA_Tooltip_ability_item_spell_pet3" 	 斑竹队长
	"DOTA_Tooltip_ability_item_spell_pet3_Description" 	 "<h1>被动：</h1>每级增加 0.8% 的技能增强，1 点护甲和 2 点移动速度！\n\n在 30 级时，获得：24% 技能增强，30 点护甲和 60 点速度移动！"
	"DOTA_Tooltip_ability_item_spell_pet3_Lore" 	 "斑竹队长——与主人一起成长，提升等级，增加加成！"

	"DOTA_Tooltip_ability_item_spell_pet4" 	 "灵猫"
	"DOTA_Tooltip_ability_item_spell_pet4_Description" 	 "<h1>被动：</h1>每级增加 0.8% 的技能增强，1 点护甲，2 点移动速度，以及 40 点生命值和魔法值！\n\n在 30 级时，获得：24% 技能增强， 30 点护甲，60 点移动速度和 1200 点生命值和法力值！"
	"DOTA_Tooltip_ability_item_spell_pet4_Lore" 	 "灵猫——与主人一起成长，提升等级，增加加成！"


	"DOTA_Tooltip_ability_item_spell_pet5" 	 "骆驼"
	"DOTA_Tooltip_ability_item_spell_pet5_Description" 	 "<h1>主动：魔法格挡</h1>每 60 秒，在 700 范围内施加一个持续 10 秒的增益，格挡 50% 的魔法伤害！\n\n <h1>被动：</h1> 每级增加技能增强 0.8%，护甲提高 1，移动速度提高 2，生命值和法力值提高 40！\n\n在 30 级时，获得：24% 技能增强，30 点护甲值，60 点移动速度，以及 1200 点生命值和法力值！ "
	"DOTA_Tooltip_ability_item_spell_pet5_Lore" 	 "骆驼——与主人一起成长，提升等级，增加加成！"

	"DOTA_Tooltip_ability_item_spell_pet6" 	 白虎
	"DOTA_Tooltip_ability_item_spell_pet6_Description" 	 "<h1>主动：魔法格挡</h1>每 60 秒，在 700 范围内施加一个持续 10 秒的增益，格挡 50% 的魔法伤害！\n\n <h1>被动：</h1> 每级增加技能增强 0.8%，护甲提高 1，移动速度提高 2，生命值和法力提高 40，并获得致命一击！\n\n在 30 级时获得：24% 技能增强，30 点护甲，60 点移动速度，1200 点生命值和法力，还有 20% 的几率造成 210% 的伤害！"
	"DOTA_Tooltip_ability_item_spell_pet6_Lore" 	 "白虎——与主人一起成长，提升等级，增加加成！"
	
//====================================================

	"DOTA_Tooltip_ability_pet_orchid" 	 "宠物紫苑"
	"DOTA_Tooltip_ability_pet_orchid_Description" 	 "每 60 秒对一个随机敌人施加紫苑效果，持续 5 秒！"
	"DOTA_Tooltip_ability_pet_orchid_damage" 	 "结束时的 % 伤害："
	"DOTA_Tooltip_ability_pet_orchid_duration" 	 "持续时间："
			
	"DOTA_Tooltip_ability_item_hpmp_pet" 	 "小青蛙"
	"DOTA_Tooltip_ability_item_hpmp_pet_Description" 	 "<h1>被动：</h1>每级增加 40 点生命值和法力值！\n\n在 30 级时，获得：1200 点生命值和法力值！"
	"DOTA_Tooltip_ability_item_hpmp_pet_Lore" 	 "小青蛙——与主人一起成长，提升等级，增加加成！"

	"DOTA_Tooltip_ability_item_hpmp_pet2" 	 "小松鼠"
	"DOTA_Tooltip_ability_item_hpmp_pet2_Description" 	 "<h1>被动：</h1>每级增加 40 点生命值和法力值，并减少 0.8% 的技能冷却时间！\n\n在 30 级时，获得：1200 点生命值和法力值，并减少 24% 的技能冷却时间！ "
	"DOTA_Tooltip_ability_item_hpmp_pet2_Lore" 	 "小松鼠——与主人一起成长，提升等级，增加加成！"

	"DOTA_Tooltip_ability_item_hpmp_pet3" 	 "火羚羊"
	"DOTA_Tooltip_ability_item_hpmp_pet3_Description" 	 "<h1>被动：</h1>每级增加 40 点生命值和法力值，减少 0.8% 的冷却时间，减少 1 点魔法抗性！\n\n在 30 级时，获得：1200 点生命值和法力值，减少技能冷却时间24% 和 30 额外魔法抗性！"
	"DOTA_Tooltip_ability_item_hpmp_pet3_Lore" 	 "火羚羊——与主人一起成长，提升等级，增加加成！"

	"DOTA_Tooltip_ability_item_hpmp_pet4" 	 "飞羚羊"
	"DOTA_Tooltip_ability_item_hpmp_pet4_Description" 	 "<h1>被动：</h1>每级增加 40 点生命值和法力值，减少 0.8% 冷却时间，增加 1 点魔法抗性，增加 0.8 点闪避！\n\n在 30 级时，获得：1200 点生命值和法力值，技能冷却时间减少 24%，魔法抗性加成 30，闪避增加 24！"
	"DOTA_Tooltip_ability_item_hpmp_pet4_Lore" 	 "飞羚羊——与主人一起成长，提升等级，增加加成！"

	"DOTA_Tooltip_ability_item_hpmp_pet5" 	 "恶魔飞毯"
	"DOTA_Tooltip_ability_item_hpmp_pet5_Description" 	 "<h1>主动：兰花</h1> 每 60 秒，对一个随机敌人施加兰花，持续 5 秒！\n\n <h1>被动：</h1> 每级增加 40 点生命值和法力值，减少技能冷却时间0.8%，魔法抗性 1，闪避 0.8！\n\n在 30 级时，获得：1200 生命值和法力值，技能冷却时间减少 24%，额外魔法抗性 30，闪避增加 24！"
	"DOTA_Tooltip_ability_item_hpmp_pet5_Lore" 	 "恶魔飞毯——与主人一起成长，提升等级，增加加成！"

	"DOTA_Tooltip_ability_item_hpmp_pet6" 	 "鳄鱼总裁"
	"DOTA_Tooltip_ability_item_hpmp_pet6_Description" 	 "<h1>主动：兰花</h1> 每 60 秒，对一个随机敌人施加兰花，持续 5 秒！\n\n <h1>被动：</h1> 每级增加 40 生命值和法力值，减少技能冷却时间提高 0.8%，魔法抗性提高 1，闪避提高 0.8，并获得致命一击！\n\n在 30 级时获得：1200 生命值和法力，减少 24% 的冷却时间，30 额外魔法抗性，提高 24 闪避并给你20%的几率造成210%的伤害！"
	"DOTA_Tooltip_ability_item_hpmp_pet6_Lore" 	 "鳄鱼总裁——与主人一起成长，提升等级，增加加成！！"

//==================================================
			
	"DOTA_Tooltip_ability_pet_health_bag" 	 "宠物治疗"
	"DOTA_Tooltip_ability_pet_health_bag_Description" 	 "如果 HP 低于 50%，每 60 秒治疗一个盟友！"
	"DOTA_Tooltip_ability_pet_health_bag_heal_interval" 	 "治疗间隔："
	"DOTA_Tooltip_ability_pet_health_bag_heal_pct" 	 "%最大生命值每跳："
	"DOTA_Tooltip_ability_pet_health_bag_duration" 	 "持续时间："
			
	"DOTA_Tooltip_ability_item_stats_pet" 	 "小蜘蛛"
	"DOTA_Tooltip_ability_item_stats_pet_Description" 	 "<h1>被动能力：</h1>每级增加全属性1！\n\n在30级时，获得：全属性30！"
	"DOTA_Tooltip_ability_item_stats_pet_Lore" 	 "L小蜘蛛——与主人一起成长，提升等级，增加加成！"

	"DOTA_Tooltip_ability_item_stats_pet2" 	 "跳跳兔"
	"DOTA_Tooltip_ability_item_stats_pet2_Description" 	 "<h1>被动：</h1>每级增加全属性1和魔法抗性1！\n\n在30级时，获得：30全属性和额外30魔法抗性！"
	"DOTA_Tooltip_ability_item_stats_pet2_Lore" 	 "跳跳兔——与主人一起成长，提升等级，增加加成！"

	"DOTA_Tooltip_ability_item_stats_pet3" 	 "天照"
	"DOTA_Tooltip_ability_item_stats_pet3_Description" 	 "<h1>被动：</h1>每级增加所有属性 1，魔法抗性 1，冷却时间减少 0.8%！\n\n在 30 级时，获得：30 所有属性，30 额外魔法抗性，并减少技能冷却时间24%"
	"DOTA_Tooltip_ability_item_stats_pet3_Lore" 	 "天照——与主人一起成长，等级提升，加成加成！"

	"DOTA_Tooltip_ability_item_stats_pet4" 	 "抓抓熊"
	"DOTA_Tooltip_ability_item_stats_pet4_Description" 	 "<h1>被动：</h1>每升一级，全属性+1，魔法抗性+1，冷却时间减少0.8%，大师攻速+3！\n\n30级时，获得：全属性30， 30 额外魔法抗性，24% 冷却缩减，和 90 攻击速度！"
	"DOTA_Tooltip_ability_item_stats_pet4_Lore" 	 "抓抓熊——与主人一起成长，提升等级，增加加成！"

	"DOTA_Tooltip_ability_item_stats_pet5" 	 "金银"
	"DOTA_Tooltip_ability_item_stats_pet5_Description" 	 "<h1>主动能力：治疗</h1> 每 60 秒，如果 HP 低于 50%，则治疗佩戴者！\n\n <h1>被动能力：</h1> 每级增加所有属性 1，魔法抗性提高 1，技能冷却时间减少 0.8%，主人的攻击速度提高 3！\n\n在 30 级时，获得：全属性 30，魔法抗性加成 30，技能冷却时间减少 24%，攻击速度提高 90！"
	"DOTA_Tooltip_ability_item_stats_pet5_Lore" 	 "金银——与主人一起成长，提升等级，增加加成！"

	"DOTA_Tooltip_ability_item_stats_pet6" 	 "猴王"
	"DOTA_Tooltip_ability_item_stats_pet6_Description" 	 "<h1>主动能力：治疗</h1> 每 60 秒，如果 HP 低于 50%，则治疗佩戴者！\n\n <h1>被动能力：</h1> 每级增加所有属性 1，魔法抗性提高 1，技能冷却时间减少 0.8%，攻击速度提高 3，并获得致命一击！\n\n在 30 级时获得：全属性 30，额外魔法抗性 30，技能冷却时间减少 24%， 90攻击速度并有 20% 的几率造成 210% 的伤害！"
	"DOTA_Tooltip_ability_item_stats_pet6_Lore" 	 "猴王——与主人一起成长，提升等级，增加加成！"

//==================================================
			
	"DOTA_Tooltip_ability_pet_medallion_of_courage" 	 "宠物护甲削弱"
	"DOTA_Tooltip_ability_pet_medallion_of_courage_Description" 	 "每 60 秒降低一个随机敌人的护甲 5 点，持续 10 秒！"
	"DOTA_Tooltip_ability_pet_medallion_of_courage_armor" 	 "护甲削减："
	"DOTA_Tooltip_ability_pet_medallion_of_courage_duration" 	 "持续时间："
			
	"DOTA_Tooltip_ability_item_dmg_pet" 	 "小赏金"
	"DOTA_Tooltip_ability_item_dmg_pet_Description" 	 "<h1>被动：</h1>每级增加 10 点攻击力！\n\n在 30 级时，获得：300 点攻击力！"
	"DOTA_Tooltip_ability_item_dmg_pet_Lore" 	 "小赏金——与主人一起成长，提升等级，增加加成！"

	"DOTA_Tooltip_ability_item_dmg_pet2" 	 "小帕吉"
	"DOTA_Tooltip_ability_item_dmg_pet2_Description" 	 "<h1>被动：</h1> 每级增加 10 攻击力和 3.3 生命恢复！\n\n在 30 级时，获得：300 攻击力和 100 生命恢复！"
	"DOTA_Tooltip_ability_item_dmg_pet2_Lore" 	 "小帕吉——与主人一起成长，提升等级，增加加成！"

	"DOTA_Tooltip_ability_item_dmg_pet3" 	 "小剧毒"
	"DOTA_Tooltip_ability_item_dmg_pet3_Description" 	 "<h1>被动：</h1> 每级增加 10 点攻击力，3.3 点生命恢复，0.8 点闪避！\n\n在 30 级时，获得：300 点攻击力，100 点生命恢复，和 24 点额外闪避！"
	"DOTA_Tooltip_ability_item_dmg_pet3_Lore" 	 "小剧毒——与主人一起成长，提升等级，增加加成！"
	"DOTA_Tooltip_ability_item_dmg_pet4" 	 "小黑鸟"
	"DOTA_Tooltip_ability_item_dmg_pet4_Description" 	 "<h1>被动：</h1> 每级增加攻击力 10，生命恢复 3.3，闪避 0.8，魔法抗性 1！\n\n在 30 级时，获得：300攻击力，100 生命恢复，24 额外闪避和额外30魔法抗性！"
	"DOTA_Tooltip_ability_item_dmg_pet4_Lore" 	 "吞噬——与主人一起成长，提升等级，增加加成！"

	"DOTA_Tooltip_ability_item_dmg_pet5" 	 "小血魔"
	"DOTA_Tooltip_ability_item_dmg_pet5_Description" 	 "<h1>主动：护甲降低</h1> 每 60 秒，随机敌人的护甲降低 5 点，持续 10 秒！\n\n <h1>被动：</h1> 每级增加 10 点攻击力，生命恢复速度3.3，闪避0.8，魔法抗性1！\n\n30级时，获得：攻击力300，生命恢复100，闪避24，魔法抗性30！"
	"DOTA_Tooltip_ability_item_dmg_pet5_Lore" 	 "小血魔——与主人一起成长，提升等级，增加加成！"

	"DOTA_Tooltip_ability_item_dmg_pet6" 	 "虚空霸王龙"
	"DOTA_Tooltip_ability_item_dmg_pet6_Description" 	 "<h1>主动：护甲降低</h1> 每 60 秒，随机敌人的护甲降低 5 点，持续 10 秒！\n\n <h1>被动：</h1> 每级增加 10 点攻击力，生命恢复速度3.3，闪避0.8，魔法抗性1，暴击！\n\n30级时，获得：300攻击力，100生命恢复，额外闪避24，额外魔法抗性30，20%几率命中210 ％ 伤害！"
	"DOTA_Tooltip_ability_item_dmg_pet6_Lore" 	 "虚空霸王龙——与主人一起成长，提升等级，增加加成！"
			
//================================================================================================NEUTRAL ITEMS================================================================================================		

	"DOTA_Tooltip_ability_item_speed_common" 	 "<font color='#80EBFF'>普通精灵之刃</font>"
	"DOTA_Tooltip_ability_item_speed_common_Description" 	 "这把刀刃附有精灵的力量，提高你和附近队友的攻击速度。"
	"DOTA_Tooltip_ability_item_speed_common_bonus_attack_speed" 	 "<font color='#80EBFF'>队友攻击速度加成：</font>"
	"DOTA_Tooltip_ability_item_speed_common_bonus_attack_speed_tooltip" 	 "<font color='#80EBFF'>自我攻击速度加成：</font>"
	"DOTA_Tooltip_ability_item_speed_common_radius" 	 "<font color='#80EBFF'>半径：</font>"
			
	"DOTA_Tooltip_ability_item_speed_rare" 	 "<font color='#00c700'>稀有精灵之刃</font>"
	"DOTA_Tooltip_ability_item_speed_rare_Description" 	 "这把刀刃附有精灵的力量，提高你和附近队友的攻击速度。"
	"DOTA_Tooltip_ability_item_speed_rare_bonus_attack_speed" 	 "<font color='#00c700'>队友攻击速度加成：</font>"
	"DOTA_Tooltip_ability_item_speed_rare_bonus_attack_speed_tooltip" 	 "<font color='#00c700'>对自己的额外攻击速度：</font>"
	"DOTA_Tooltip_ability_item_speed_rare_radius" 	 "<font color='#00c700'>半径：</font>"
			
	"DOTA_Tooltip_ability_item_speed_legendary" 	 "<font color='#ff8d03'>传奇精灵之刃</font>"
	"DOTA_Tooltip_ability_item_speed_legendary_Description" 	 "这把刀刃附有精灵的力量，大大提高你和附近队友的攻击速度。"
	"DOTA_Tooltip_ability_item_speed_legendary_bonus_attack_speed" 	 "<font color='#ff8d03'>队友攻击速度加成：</font>"
	"DOTA_Tooltip_ability_item_speed_legendary_bonus_attack_speed_tooltip" 	 "<font color='#ff8d03'>对自己的额外攻击速度：</font>"
	"DOTA_Tooltip_ability_item_speed_legendary_radius" 	 "<font color='#ff8d03'>半径：</font>"
				
	"DOTA_Tooltip_ability_item_boots_speed_common" 	 "<font color='#80EBFF'>普通奥运靴子</font>"
	"DOTA_Tooltip_ability_item_boots_speed_common_Description" 	 "该地区最好的运动员的鞋子。增加你的移动速度。"
	"DOTA_Tooltip_ability_item_boots_speed_common_bonus_speed_tooltip" 	 "%<font color='#80EBFF'>奖励移动速度：</font>"

	"DOTA_Tooltip_ability_item_boots_speed_rare" 	 "<font color='#00c700'>稀有奥运靴子</font>"
	"DOTA_Tooltip_ability_item_boots_speed_rare_Description" 	 "该地区最好的运动员的鞋子。将你的移动速度提高到最大，并提高700范围内队友的移动速度。"
	"DOTA_Tooltip_ability_item_boots_speed_rare_bonus_speed_tooltip" 	 "%<font color='#00c700'>奖励移动速度：</font>"
			
	"DOTA_Tooltip_ability_item_boots_speed_legendary" 	 "<font color='#ff8d03'>传奇奥林匹克之靴</font>"
	"DOTA_Tooltip_ability_item_boots_speed_legendary_Description" 	 "该地区最好的运动员的鞋子。将你的移动速度提高到最大值，使你能够无视碰撞体积，并提高 700 范围内盟友的移动速度。"
	"DOTA_Tooltip_ability_item_boots_speed_legendary_bonus_speed_tooltip" 	 "%<font color='#ff8d03'>奖励移动速度：</font>"
			
	"DOTA_Tooltip_ability_item_crit_common" 	 "<font color='#80EBFF'>普通刽子手的镰刀</font>"
	"DOTA_Tooltip_ability_item_crit_common_Description" 	 "你的攻击有几率暴击。"
	"DOTA_Tooltip_ability_item_crit_common_crit_chance" 	 "%<font color='#80EBFF'>暴击几率：</font>"
	"DOTA_Tooltip_ability_item_crit_common_crit_mult" 	 "%<font color='#80EBFF'>暴击伤害：</font>"
			
	"DOTA_Tooltip_ability_item_crit_rare" 	 "<font color='#00c700'>稀有刽子手镰刀</font>"
	"DOTA_Tooltip_ability_item_crit_rare_Description" 	 "你的攻击有几率暴击。"
	"DOTA_Tooltip_ability_item_crit_rare_crit_chance" 	 "%<font color='#00c700'>暴击几率：</font>"
	"DOTA_Tooltip_ability_item_crit_rare_crit_mult" 	 "%<font color='#00c700'>暴击伤害：</font>"

	"DOTA_Tooltip_ability_item_crit_legendary" 	 "<font color='#ff8d03'>刽子手的传奇镰刀</font>"
	"DOTA_Tooltip_ability_item_crit_legendary_Description" 	 "你的攻击有几率暴击。"
	"DOTA_Tooltip_ability_item_crit_legendary_crit_chance" 	 "%<font color='#ff8d03'>暴击几率：</font>"
	"DOTA_Tooltip_ability_item_crit_legendary_crit_mult" 	 "%<font color='#ff8d03'>暴击伤害：</font>"
			
	"DOTA_Tooltip_ability_item_bolt_common" 	 "<font color='#80EBFF'>普通法师之杖</font>"
	"DOTA_Tooltip_ability_item_bolt_common_Description" 	 "当你攻击敌人时，有几率向他们发射正义光束，根据你的最大法力值在小范围内造成伤害。"
	"DOTA_Tooltip_ability_item_bolt_common_radius" 	 "<font color='#80EBFF'>半径：</font>"
